    0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613     0.7613
    0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283     0.8283
    0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113     0.9113
    0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512     0.9512
    1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526     1.0526
    1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976     1.0976
    1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638     1.1638
    1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446     1.2446
    1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899     1.2899
    1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861     1.3861
    1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438     1.4438
    1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361     1.5361
    1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016     1.6016
    1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903     1.6903
    1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679     1.7679
    1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618     1.8618
    1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758     1.9758
    2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432     2.0432
    2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697     2.1697
    2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703     2.2703
    2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803     2.3803
    2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825     2.4825
    2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371     2.6371
    2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353     2.7353
    2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728     2.8728
    3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580     3.0580
    3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573     3.2573
    3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811     3.3811
    3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413     3.5413
    3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644     3.6644
    3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455     3.8455
    3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578     3.9578
    4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647     4.0647
    4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371     4.2371
    4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959     4.4959
    4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871     4.6871
    4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857     4.8857
    5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382     5.1382
    5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020     5.4020
    5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183     5.7183
    6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402     6.1402
    6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630     6.6630
    7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735     7.2735
    7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964     7.9964
    8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148     8.7148
    9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015     9.6015
   10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655    10.5655
   11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429    11.4429
   11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750    11.8750
   12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437    12.2437
   13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475    13.1475
   13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891    13.8891
   14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913    14.0913
   14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018    14.3018
   14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268    14.3268
   14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672    14.3672
   14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190    14.3190
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
   13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326    13.5326
